timestamp,idle_timeout_sec,max_attempts
2026-08-04 20:43:35,60,2
2026-08-04 20:43:41,60,2
2026-08-04 20:43:45,60,2
2026-08-04 20:43:47,60,2
2026-08-04 20:43:49,60,2
2026-08-04 20:43:50,60,2
2026-08-04 20:43:50,60,2
2026-08-04 20:43:55,60,2
2026-08-04 20:44:06,60,2
2026-08-04 20:44:13,60,2
2026-08-04 20:45:02,60,2
2026-08-04 20:45:11,60,2
2026-08-04 20:45:15,60,2
2026-08-04 20:45:16,60,2
2026-08-04 20:45:20,60,2
